time,xrsa_flux,xrsb_flux,status,flare_class
2022-09-10 13:18:00,2.4235726e-08,7.6895986e-07,EVENT_END,nan
2022-09-10 13:47:00,2.2358613e-08,6.563304e-07,POST_EVENT,nan
2022-09-10 19:17:00,7.5722234e-08,1.2149344e-06,EVENT_START,nan
2022-09-10 19:27:00,1.0842359e-07,1.7487745e-06,EVENT_PEAK,C1.7
2022-09-10 19:31:00,8.504953e-08,1.551379e-06,EVENT_START,nan
2022-09-10 19:42:00,1.5227963e-07,2.2722616e-06,EVENT_PEAK,C2.2
2022-09-10 19:56:00,9.282805e-08,1.8726242e-06,EVENT_END,nan
2022-09-10 20:27:00,7.308147e-08,1.516547e-06,POST_EVENT,nan
2022-09-10 21:50:00,6.905561e-08,1.2092007e-06,EVENT_START,nan
2022-09-10 21:57:00,1.2084286e-07,1.7071726e-06,EVENT_PEAK,C1.7
2022-09-10 22:12:00,7.306795e-08,1.3675991e-06,EVENT_END,nan
2022-09-10 22:18:00,6.417743e-08,1.1759781e-06,POST_EVENT,nan
2022-09-10 23:49:00,3.5258743e-08,8.4647286e-07,EVENT_START,nan
2022-09-14 00:55:00,5.8016493e-08,2.1721914e-06,EVENT_START,nan
2022-09-14 01:03:00,2.3764164e-07,3.3594406e-06,EVENT_PEAK,C3.3
2022-09-14 01:09:00,1.1039137e-07,2.6305875e-06,EVENT_END,nan
2022-09-14 01:16:00,5.916388e-08,2.135095e-06,POST_EVENT,nan
2022-09-14 02:52:00,5.690915e-08,2.019226e-06,EVENT_START,nan
2022-09-14 02:57:00,4.402824e-07,4.4301455e-06,EVENT_PEAK,C4.4
2022-09-14 03:01:00,8.6039314e-08,2.3211603e-06,EVENT_END,nan
2022-09-14 03:16:00,4.7289884e-08,1.9137622e-06,POST_EVENT,nan
2022-09-14 03:30:00,3.7060857e-08,1.7768915e-06,EVENT_START,nan
2022-09-14 03:34:00,5.5936835e-07,4.65137e-06,EVENT_PEAK,C4.6
2022-09-14 03:37:00,2.5827964e-07,3.904163e-06,EVENT_START,nan
2022-09-14 03:41:00,9.130007e-07,7.208047e-06,EVENT_PEAK,C7.2
2022-09-14 03:45:00,2.8999438e-07,3.819516e-06,EVENT_END,nan
2022-09-14 03:46:00,2.4718685e-07,3.5587157e-06,POST_EVENT,nan
2022-09-14 03:49:00,1.7346667e-07,3.1861882e-06,EVENT_START,nan
2022-09-14 03:52:00,5.387393e-07,5.278179e-06,EVENT_PEAK,C5.2
2022-09-14 03:56:00,1.929436e-07,3.506808e-06,EVENT_END,nan
2022-09-14 03:57:00,1.528611e-07,3.1826373e-06,POST_EVENT,nan
2022-09-14 04:22:00,2.6495576e-08,1.5646198e-06,EVENT_START,nan
2022-09-14 04:28:00,8.5179295e-08,2.1322867e-06,EVENT_PEAK,C2.1
2022-09-14 04:38:00,4.3084064e-08,1.7813294e-06,EVENT_END,nan
2022-09-14 04:47:00,2.6753037e-08,1.5249096e-06,POST_EVENT,nan
2022-09-14 05:15:00,1.9529837e-08,1.3255452e-06,EVENT_START,nan
2022-09-14 05:21:00,3.0439145e-07,2.7410001e-06,EVENT_PEAK,C2.7
2022-09-14 05:26:00,4.969419e-08,1.8635855e-06,EVENT_END,nan
2022-09-14 05:51:00,2.3913739e-08,1.4929673e-06,EVENT_START,nan
2022-09-14 05:56:00,1.4844017e-07,2.328694e-06,EVENT_PEAK,C2.3
2022-09-14 06:06:00,4.666183e-08,1.8341744e-06,EVENT_END,nan
2022-09-14 07:18:00,2.6349541e-08,1.4548206e-06,POST_EVENT,nan
2022-09-14 09:42:00,7.2403786e-08,2.2215734e-06,EVENT_START,nan
2022-09-14 10:19:00,1.1106775e-06,1.0901156e-05,EVENT_PEAK,M1.0
2022-09-14 10:43:00,2.8952982e-07,6.2240656e-06,EVENT_END,nan
2022-09-14 11:13:00,1.3044439e-07,3.8401126e-06,EVENT_START,nan
2022-09-14 11:17:00,5.098539e-07,5.9167623e-06,EVENT_PEAK,C5.9
2022-09-14 11:36:00,2.0911288e-07,4.810974e-06,EVENT_END,nan
2022-09-14 11:54:00,1.2009598e-07,3.794901e-06,POST_EVENT,nan
2022-09-14 12:06:00,9.350464e-08,3.253911e-06,EVENT_START,nan
2022-09-14 12:16:00,8.037341e-07,7.6234014e-06,EVENT_PEAK,C7.6
2022-09-14 12:29:00,2.722215e-07,5.2227415e-06,EVENT_END,nan
2022-09-14 12:51:00,8.00117e-08,3.1133875e-06,POST_EVENT,nan
2022-09-14 14:20:00,2.0137433e-08,1.3606985e-06,EVENT_START,nan
2022-09-14 14:23:00,9.1220706e-08,1.8699726e-06,EVENT_PEAK,C1.8
2022-09-14 14:29:00,3.3876507e-08,1.5069703e-06,EVENT_END,nan
2022-09-14 14:35:00,2.3272213e-08,1.3243313e-06,POST_EVENT,nan
2022-09-14 14:48:00,2.1019487e-08,1.2459763e-06,EVENT_START,nan
2022-09-14 14:58:00,3.0015707e-07,3.628562e-06,EVENT_PEAK,C3.6
2022-09-14 15:11:00,7.092606e-08,2.2601735e-06,EVENT_END,nan
2022-09-14 19:32:00,5.302586e-08,1.4496385e-06,EVENT_START,nan
2022-09-14 19:39:00,2.2152025e-07,3.1043005e-06,EVENT_PEAK,C3.1
2022-09-14 19:56:00,8.3431694e-08,2.1258331e-06,EVENT_END,nan
2022-09-14 20:18:00,4.7409205e-08,1.4383401e-06,POST_EVENT,nan
2022-09-15 01:55:00,2.0998526e-08,1.126902e-06,EVENT_START,nan
2022-09-15 02:02:00,5.5871748e-08,1.5500428e-06,EVENT_PEAK,C1.5
2022-09-15 02:06:00,2.6357192e-08,1.2244674e-06,EVENT_END,nan
2022-09-15 02:11:00,1.7930178e-08,1.091599e-06,POST_EVENT,nan
2022-09-15 02:28:00,1.4626705e-08,1.0478909e-06,EVENT_START,nan
2022-09-15 02:35:00,6.190118e-08,1.5793144e-06,EVENT_PEAK,C1.5
2022-09-15 02:40:00,2.6066509e-08,1.2445411e-06,EVENT_END,nan
2022-09-15 03:03:00,1.883382e-08,1.1501036e-06,EVENT_START,nan
2022-09-15 03:19:00,2.4000624e-07,3.885625e-06,EVENT_PEAK,C3.8
2022-09-15 03:45:00,7.204787e-08,2.3744778e-06,EVENT_END,nan
2022-09-15 04:35:00,1.3858012e-08,1.1071304e-06,POST_EVENT,nan
2022-09-15 05:54:00,1.0963932e-07,2.1644569e-06,EVENT_START,nan
2022-09-15 06:34:00,5.323787e-07,6.3693014e-06,EVENT_PEAK,C6.3
2022-09-15 07:13:00,1.7404932e-07,4.2337247e-06,EVENT_END,nan
2022-09-15 08:08:00,4.202292e-08,2.1972621e-06,POST_EVENT,nan
2022-09-15 11:27:00,1.8107446e-08,1.0628271e-06,EVENT_START,nan
2022-09-15 11:36:00,6.941683e-08,1.5315228e-06,EVENT_PEAK,C1.5
2022-09-15 11:45:00,2.7631277e-08,1.2322321e-06,EVENT_END,nan
2022-09-15 11:54:00,1.4946387e-08,1.0554741e-06,POST_EVENT,nan
2022-09-15 16:51:00,1.6785238e-08,1.1475335e-06,EVENT_START,nan
2022-09-15 17:00:00,6.003834e-08,1.6761724e-06,EVENT_PEAK,C1.6
2022-09-15 17:08:00,2.783124e-08,1.3589474e-06,EVENT_END,nan
2022-09-15 19:12:00,2.9426086e-08,1.4092533e-06,EVENT_START,nan
2022-09-15 19:21:00,1.011826e-07,2.3160835e-06,EVENT_PEAK,C2.3
2022-09-15 19:30:00,4.553542e-08,1.817069e-06,EVENT_END,nan
2022-09-15 19:56:00,2.651869e-08,1.3689438e-06,POST_EVENT,nan
2022-09-16 00:17:00,2.8373227e-08,1.3108579e-06,EVENT_START,nan
2022-09-16 00:23:00,1.4585527e-07,2.0508292e-06,EVENT_PEAK,C2.0
2022-09-16 00:35:00,3.8641943e-08,1.5958558e-06,EVENT_END,nan
2022-09-16 00:46:00,2.4020185e-08,1.288581e-06,POST_EVENT,nan
2022-09-16 01:00:00,2.205973e-08,1.2021862e-06,EVENT_START,nan
2022-09-16 01:05:00,5.3002672e-08,1.6212892e-06,EVENT_PEAK,C1.6
2022-09-16 01:09:00,2.4607452e-08,1.2851616e-06,EVENT_END,nan
2022-09-16 02:54:00,4.2956263e-08,1.7399419e-06,EVENT_START,nan
2022-09-16 03:02:00,1.7148521e-07,2.6150726e-06,EVENT_PEAK,C2.6
2022-09-16 03:06:00,4.4782404e-08,1.8161561e-06,EVENT_END,nan
2022-09-16 03:08:00,4.9293572e-08,1.7884408e-06,EVENT_START,nan
2022-09-16 03:17:00,3.3987774e-07,3.983085e-06,EVENT_PEAK,C3.9
2022-09-16 03:22:00,8.7459604e-08,2.4824149e-06,EVENT_END,nan
2022-09-16 03:28:00,4.5382997e-08,1.8269259e-06,POST_EVENT,nan
2022-09-16 04:20:00,3.0011506e-08,1.4668686e-06,EVENT_START,nan
2022-09-16 04:25:00,1.8568163e-07,2.9636535e-06,EVENT_PEAK,C2.9
2022-09-16 04:30:00,5.316557e-08,1.925399e-06,EVENT_END,nan
2022-09-16 06:11:00,2.7560604e-08,1.5682316e-06,EVENT_START,nan
2022-09-16 06:15:00,2.7638168e-07,3.1931604e-06,EVENT_PEAK,C3.1
2022-09-16 06:19:00,5.8925952e-08,2.006806e-06,EVENT_END,nan
2022-09-16 06:31:00,2.8757295e-08,1.470212e-06,POST_EVENT,nan
2022-09-16 07:25:00,9.36641e-08,2.1324263e-06,EVENT_START,nan
2022-09-16 07:38:00,3.977196e-07,3.7805407e-06,EVENT_PEAK,C3.7
2022-09-16 07:50:00,1.445488e-07,2.8647169e-06,EVENT_END,nan
2022-09-16 15:20:00,1.517383e-08,9.989128e-07,EVENT_START,nan
2022-09-16 15:25:00,7.448014e-08,1.5714916e-06,EVENT_PEAK,C1.5
2022-09-16 15:40:00,2.8925022e-08,1.2228428e-06,EVENT_END,nan
2022-09-16 15:49:00,3.0023898e-08,1.1955303e-06,EVENT_START,nan
2022-09-16 15:59:00,1.3777959e-05,6.132062e-05,EVENT_PEAK,M6.1
2022-09-16 16:12:00,2.3577243e-06,2.662769e-05,EVENT_END,nan
2022-09-16 17:14:00,1.8279904e-08,1.2542688e-06,POST_EVENT,nan
2022-09-16 19:02:00,6.366544e-08,1.8869512e-06,EVENT_START,nan
2022-09-16 19:07:00,2.029405e-07,2.7323317e-06,EVENT_PEAK,C2.7
2022-09-16 19:11:00,1.1680688e-07,2.282965e-06,EVENT_END,nan
2022-09-16 19:23:00,5.7222934e-08,1.8180399e-06,POST_EVENT,nan
2022-09-16 21:05:00,1.8811132e-08,1.0161625e-06,EVENT_START,nan
2022-09-16 21:18:00,1.5581377e-07,2.2608328e-06,EVENT_PEAK,C2.2
2022-09-16 21:24:00,3.3683605e-08,1.3715612e-06,EVENT_END,nan
2022-09-16 21:45:00,1.6777706e-08,9.896171e-07,POST_EVENT,nan
2022-09-16 23:01:00,1.7841726e-08,9.634539e-07,EVENT_START,nan
2022-09-16 23:09:00,1.8273934e-07,2.412828e-06,EVENT_PEAK,C2.4
2022-09-16 23:14:00,3.559059e-08,1.4080973e-06,EVENT_END,nan
2022-09-16 23:37:00,1.6835267e-08,9.978032e-07,EVENT_START,nan
2022-09-16 23:44:00,4.1928534e-08,1.3604988e-06,EVENT_PEAK,C1.3
2022-09-16 23:50:00,2.8614654e-08,1.2513792e-06,EVENT_START,nan
2022-09-17 00:04:00,7.4648035e-08,1.8009107e-06,EVENT_PEAK,C1.8
2022-09-17 00:09:00,3.9660964e-08,1.4916227e-06,EVENT_END,nan
2022-09-17 00:26:00,2.4963084e-08,1.2344195e-06,POST_EVENT,nan
2022-09-17 01:34:00,1.7852775e-08,1.0109147e-06,EVENT_START,nan
2022-09-17 01:57:00,1.8897633e-07,3.0289611e-06,EVENT_PEAK,C3.0
2022-09-17 02:11:00,4.580603e-08,1.8883234e-06,EVENT_END,nan
2022-09-17 02:50:00,1.3071488e-08,1.0076296e-06,POST_EVENT,nan
2022-09-17 04:31:00,1.5999774e-08,9.440986e-07,EVENT_START,nan
2022-09-17 04:40:00,8.248955e-08,1.7142565e-06,EVENT_PEAK,C1.7
2022-09-17 04:48:00,2.3135595e-08,1.2734508e-06,EVENT_END,nan
2022-09-17 05:12:00,2.1593257e-08,1.1882223e-06,EVENT_START,nan
2022-09-17 05:17:00,5.607731e-08,1.5909831e-06,EVENT_PEAK,C1.5
2022-09-17 05:25:00,2.7024779e-08,1.3437983e-06,EVENT_END,nan
2022-09-17 06:39:00,2.0581561e-08,1.1461766e-06,POST_EVENT,nan
2022-09-17 12:42:00,1.5646433e-08,9.352521e-07,EVENT_START,nan
2022-09-17 13:19:00,1.3059093e-06,1.0695676e-05,EVENT_PEAK,M1.0
2022-09-17 13:21:00,1.221064e-06,1.0585195e-05,EVENT_START,nan
2022-09-17 13:39:00,3.56139e-06,1.9136976e-05,EVENT_PEAK,M1.9
2022-09-17 13:53:00,1.5777425e-06,1.4258403e-05,EVENT_END,nan
2022-09-17 14:03:00,8.4856435e-07,1.0306529e-05,POST_EVENT,nan
2022-09-17 20:13:00,3.2272872e-08,1.0771354e-06,EVENT_START,nan
2022-09-17 20:22:00,2.4505246e-07,2.3347106e-06,EVENT_PEAK,C2.3
2022-09-17 20:31:00,5.5854084e-08,1.6213181e-06,EVENT_END,nan
2022-09-17 20:32:00,6.3775076e-08,1.618822e-06,EVENT_START,nan
2022-09-17 20:41:00,5.354569e-06,2.5806841e-05,EVENT_PEAK,M2.5
2022-09-17 20:52:00,9.679559e-07,1.2441861e-05,EVENT_END,nan
2022-09-17 21:15:00,3.1744626e-08,1.7131615e-06,POST_EVENT,nan
2022-09-17 23:12:00,1.7252528e-08,8.98977e-07,EVENT_START,nan
2022-09-17 23:19:00,8.7486896e-08,1.6130239e-06,EVENT_PEAK,C1.6
2022-09-17 23:25:00,2.7552653e-08,1.146343e-06,EVENT_END,nan
2022-09-18 00:19:00,1.2866194e-08,8.6779846e-07,POST_EVENT,nan
2022-09-18 04:14:00,1.8612571e-08,8.8744645e-07,EVENT_START,nan
2022-09-18 04:20:00,1.18246504e-07,1.5173772e-06,EVENT_PEAK,C1.5
2022-09-18 04:27:00,3.5716372e-08,1.1536102e-06,EVENT_END,nan
2022-09-18 05:53:00,1.2013738e-08,8.6218824e-07,POST_EVENT,nan
2022-09-18 10:45:00,1.3975269e-08,7.9074465e-07,EVENT_START,nan
2022-09-18 10:54:00,4.2018893e-08,1.210299e-06,EVENT_PEAK,C1.2
2022-09-18 10:58:00,1.4985629e-08,8.959318e-07,EVENT_END,nan
2022-09-18 11:24:00,1.6134631e-08,8.8889925e-07,EVENT_START,nan
2022-09-18 11:30:00,9.0443855e-08,1.5089594e-06,EVENT_PEAK,C1.5
2022-09-18 11:36:00,2.3731893e-08,1.1093507e-06,EVENT_END,nan
2022-09-18 12:59:00,3.2287943e-08,1.3782483e-06,EVENT_START,nan
2022-09-18 13:04:00,3.3429868e-07,3.5820174e-06,EVENT_PEAK,C3.5
2022-09-18 13:11:00,7.9749334e-08,2.1980575e-06,EVENT_END,nan
2022-09-18 13:51:00,2.2083132e-08,1.3062894e-06,POST_EVENT,nan
2022-09-18 15:02:00,2.5908932e-08,1.244943e-06,EVENT_START,nan
2022-09-18 15:12:00,1.1640403e-07,2.2642923e-06,EVENT_PEAK,C2.2
2022-09-18 15:18:00,6.369902e-08,1.8826088e-06,EVENT_START,nan
2022-09-18 15:41:00,3.277945e-07,3.8007117e-06,EVENT_PEAK,C3.8
2022-09-18 16:08:00,1.8046856e-07,3.4940222e-06,EVENT_START,nan
2022-09-18 16:14:00,1.866216e-07,3.7126476e-06,EVENT_PEAK,C3.7
2022-09-18 16:18:00,1.5167606e-07,3.4726895e-06,EVENT_END,nan
2022-09-18 16:19:00,1.4486632e-07,3.3982158e-06,POST_EVENT,nan
2022-09-18 20:35:00,3.1841537e-08,1.4000789e-06,EVENT_START,nan
2022-09-18 20:41:00,7.759717e-08,1.8499011e-06,EVENT_PEAK,C1.8
2022-09-18 20:51:00,3.7208157e-08,1.5697667e-06,EVENT_END,nan
2022-09-18 21:03:00,2.9752385e-08,1.3652664e-06,POST_EVENT,nan
2022-09-18 23:24:00,2.3958007e-08,1.3427652e-06,EVENT_START,nan
2022-09-18 23:39:00,2.1380572e-07,3.0312322e-06,EVENT_PEAK,C3.0
2022-09-19 00:43:00,1.2840818e-08,1.1010219e-06,EVENT_START,nan
2022-09-19 01:02:00,7.159308e-07,6.4859028e-06,EVENT_PEAK,C6.4
2022-09-19 01:20:00,2.2625355e-07,3.7148304e-06,EVENT_END,nan
2022-09-19 02:25:00,6.841292e-08,2.2954923e-06,EVENT_START,nan
2022-09-19 02:30:00,9.04685e-07,7.5683333e-06,EVENT_PEAK,C7.5
2022-09-19 02:39:00,1.7713313e-07,4.1304497e-06,EVENT_END,nan
2022-09-19 02:56:00,5.1418517e-08,2.155302e-06,POST_EVENT,nan
2022-09-19 05:34:00,3.409797e-08,1.8113544e-06,EVENT_START,nan
2022-09-19 05:41:00,1.392313e-07,2.7172973e-06,EVENT_PEAK,C2.7
2022-09-19 05:48:00,4.26079e-08,2.1234432e-06,EVENT_END,nan
2022-09-19 05:55:00,2.8525257e-08,1.7644012e-06,POST_EVENT,nan
2022-09-19 06:05:00,3.403612e-08,1.7332341e-06,EVENT_START,nan
2022-09-19 06:19:00,4.1634982e-07,4.8238076e-06,EVENT_PEAK,C4.8
2022-09-19 06:46:00,1.2639109e-07,3.1581005e-06,EVENT_END,nan
2022-09-19 07:30:00,2.2272861e-08,1.7059292e-06,POST_EVENT,nan
2022-09-19 10:29:00,1.6116253e-08,1.2919583e-06,EVENT_START,nan
2022-09-19 10:38:00,7.1962056e-08,1.8719429e-06,EVENT_PEAK,C1.8
2022-09-19 10:49:00,2.581108e-08,1.5319376e-06,EVENT_END,nan
2022-09-19 11:17:00,1.6692681e-08,1.2986792e-06,POST_EVENT,nan
2022-09-19 11:43:00,1.2938227e-08,1.1133475e-06,EVENT_START,nan
2022-09-19 11:49:00,6.746192e-08,1.7214232e-06,EVENT_PEAK,C1.7
2022-09-19 11:53:00,1.8037149e-08,1.2095633e-06,EVENT_END,nan
2022-09-19 12:06:00,1.3845771e-08,1.092024e-06,POST_EVENT,nan
2022-09-19 13:46:00,3.0932036e-08,1.3580651e-06,EVENT_START,nan
2022-09-19 13:57:00,2.027016e-07,2.5589436e-06,EVENT_PEAK,C2.5
2022-09-19 14:03:00,5.9821986e-08,1.8120045e-06,EVENT_END,nan
2022-09-19 14:15:00,2.605115e-08,1.3524851e-06,POST_EVENT,nan
2022-09-23 17:12:00,7.2796006e-08,2.7841813e-06,EVENT_START,nan
2022-09-23 17:16:00,1.6068729e-07,3.6334852e-06,EVENT_PEAK,C3.6
2022-09-23 17:24:00,1.1323119e-07,3.1337916e-06,EVENT_END,nan
2022-09-23 17:48:00,1.0194268e-07,3.2425953e-06,EVENT_START,nan
2022-09-23 18:10:00,1.8051882e-06,1.7151655e-05,EVENT_PEAK,M1.7
2022-09-23 18:41:00,6.584186e-07,9.868524e-06,EVENT_END,nan
2022-09-23 19:54:00,8.7953225e-08,3.2112334e-06,POST_EVENT,nan
2022-09-23 21:50:00,2.8909325e-08,1.4903237e-06,EVENT_START,nan
2022-09-23 21:55:00,6.798337e-08,2.0113348e-06,EVENT_PEAK,C2.0
2022-09-23 21:59:00,5.2404552e-08,1.930922e-06,EVENT_START,nan
2022-09-23 22:15:00,1.3373285e-07,2.6406822e-06,EVENT_PEAK,C2.6
2022-09-23 22:21:00,8.285057e-08,2.2997808e-06,EVENT_START,nan
2022-09-23 22:27:00,1.72175e-07,2.998188e-06,EVENT_PEAK,C2.9
2022-09-23 22:35:00,9.294879e-08,2.5499887e-06,EVENT_END,nan
2022-09-23 22:56:00,6.0154846e-08,2.2761883e-06,POST_EVENT,nan
2022-09-23 23:23:00,6.984123e-08,2.3026835e-06,EVENT_START,nan
2022-09-23 23:29:00,1.9399727e-07,3.5979072e-06,EVENT_PEAK,C3.5
2022-09-23 23:33:00,7.8931514e-08,2.5514278e-06,EVENT_END,nan
2022-09-23 23:35:00,6.146231e-08,2.2570873e-06,POST_EVENT,nan
2022-09-24 04:35:00,2.3695018e-08,1.4372177e-06,EVENT_START,nan
2022-09-24 04:42:00,9.765056e-08,2.0474458e-06,EVENT_PEAK,C2.0
2022-09-24 04:55:00,4.435667e-08,1.6686541e-06,EVENT_END,nan
2022-09-24 06:05:00,2.632595e-08,1.3785314e-06,POST_EVENT,nan
2022-09-24 06:39:00,2.6842615e-08,1.4114869e-06,EVENT_START,nan
2022-09-24 06:49:00,1.08519664e-07,2.2768415e-06,EVENT_PEAK,C2.2
2022-09-24 06:55:00,5.238277e-08,1.7647867e-06,EVENT_END,nan
2022-09-24 06:57:00,4.5375778e-08,1.6646101e-06,EVENT_START,nan
2022-09-24 07:02:00,2.1356342e-07,2.9961104e-06,EVENT_PEAK,C2.9
2022-09-24 07:08:00,6.859545e-08,2.120977e-06,EVENT_END,nan
2022-09-24 07:15:00,3.1794713e-08,1.5945179e-06,POST_EVENT,nan
2022-09-24 07:46:00,2.2431895e-08,1.4252875e-06,EVENT_START,nan
2022-09-24 07:52:00,1.2697443e-07,2.1766389e-06,EVENT_PEAK,C2.1
2022-09-24 07:57:00,3.811226e-08,1.67457e-06,EVENT_END,nan
2022-09-24 12:20:00,3.4221515e-08,1.5368923e-06,EVENT_START,nan
2022-09-24 12:36:00,2.6033445e-07,4.3450295e-06,EVENT_PEAK,C4.3
2022-09-24 12:56:00,9.246769e-08,2.9043663e-06,EVENT_END,nan
2022-09-24 14:22:00,4.121056e-08,1.8833332e-06,EVENT_START,nan
2022-09-24 14:37:00,1.4753329e-07,3.1249447e-06,EVENT_PEAK,C3.1
2022-09-24 14:47:00,7.516908e-08,2.6145647e-06,EVENT_START,nan
2022-09-24 14:53:00,2.938135e-07,3.879044e-06,EVENT_PEAK,C3.8
2022-09-24 14:57:00,5.7335416e-08,2.2659015e-06,EVENT_END,nan
2022-09-24 14:58:00,5.5293942e-08,2.2409947e-06,POST_EVENT,nan
2022-09-24 15:53:00,4.263105e-08,1.7662242e-06,EVENT_START,nan
2022-09-24 16:07:00,7.551592e-07,7.2053176e-06,EVENT_PEAK,C7.2
2022-09-24 16:16:00,1.8666879e-07,3.985111e-06,EVENT_END,nan
2022-09-24 16:43:00,6.031615e-08,2.0316652e-06,EVENT_START,nan
2022-09-24 16:50:00,1.6569325e-07,2.9916043e-06,EVENT_PEAK,C2.9
2022-09-24 16:55:00,8.023608e-08,2.2465435e-06,EVENT_END,nan
2022-09-24 16:59:00,7.097874e-08,2.118715e-06,EVENT_START,nan
2022-09-24 17:19:00,5.4045853e-07,7.2185144e-06,EVENT_PEAK,C7.2
2022-09-24 17:46:00,2.4616423e-07,4.56265e-06,EVENT_END,nan
2022-09-24 18:41:00,1.0972819e-07,2.6714501e-06,EVENT_START,nan
2022-09-24 18:47:00,5.874008e-07,6.2283307e-06,EVENT_PEAK,C6.2
2022-09-24 18:54:00,2.063815e-07,4.1862827e-06,EVENT_END,nan
2022-09-24 19:11:00,9.823266e-08,2.5964173e-06,POST_EVENT,nan
2022-09-25 00:57:00,2.9852483e-08,1.3268765e-06,EVENT_START,nan
2022-09-25 01:07:00,1.150911e-07,2.3318967e-06,EVENT_PEAK,C2.3
2022-09-25 01:17:00,4.1408388e-08,1.695768e-06,EVENT_END,nan
2022-09-25 01:44:00,2.915587e-08,1.3160318e-06,POST_EVENT,nan
2022-09-25 02:59:00,6.121822e-08,1.731905e-06,EVENT_START,nan
2022-09-25 03:04:00,2.882286e-07,3.2655594e-06,EVENT_PEAK,C3.2
2022-09-25 03:08:00,9.3397e-08,1.9378567e-06,EVENT_END,nan
