id,html,political,not_political,title,message,thumbnail,created_at,updated_at,lang,images,impressions,political_probability,targeting,suppressed,targets,advertiser,entities,page,lower_page,targetings,paid_for_by,targetedness,listbuilding_fundraising_proba
hyperfeed_story_id_5c9baa3ee0ec08073500042,"<div class=""_5pa- userContentWrapper""><div class=""_1dwg _1w_m""><div><div class=""x_11rtz9edle m_11rtz9kqxb clearfix""><div class=""clearfix p_11rtz9efc5""><a class=""_5pb8 t_11rtz9kqxg _8o _8s lfloat _ohe"" data-hovercard=""https://www.facebook.com/16477459734"" href=""https://www.facebook.com/LCVoters/""><div class=""_38vo""><!-- react-mount-point-unstable --><div><img class=""_s0 _4ooo _5xib _44ma _54ru img"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p32x32/39846656_10156082761769735_7582344855020371968_n.jpg""></div></div></a><div class=""clearfix _42ef""><div class=""rfloat _ohf""></div><div class=""g_11rtz9efca""><div><div class=""_6a _5u5j""><div class=""_6a _6b""></div><div class=""_6a _5u5j _6b""><h6 class=""_14f3 _14f5 _5pbw _5vra""><span class=""fwn fcg""><span class=""fwb fcg""><a data-hovercard=""https://www.facebook.com/16477459734"" href=""https://www.facebook.com/LCVoters/"">League of Conservation Voters</a></span></span></h6><div><a class=""_5pcq"" href=""#"" id=""u_fetchstream_9_28""><span><span class=""_3nlk"">Sponsored</span> ⋅ Paid for by <span class=""_3nlk"">League of Conservation Voters</span></span></a><span class=""_6spk""> · </span><a class=""uiStreamPrivacy inlineBlock fbStreamPrivacy fbPrivacyAudienceIndicator _5pcq"" href=""#""><i class=""lock img sp__EFZWPnvn_g sx_e8d220""></i></a></div></div></div></div></div></div></div></div><div class=""_5pbx userContent _3576"" id=""js_5nk""><p>BREAKING: Trump’s Department of the Interior plans to remove Endangered Species Act protections for gray wolves. Without these safeguards, gray wolf populations could decline across the country. We must fight back on this attack on our wildlife.</p></div><div class=""_3x-2""><div><div class=""mtm""><div class=""_1ci8""><div class=""_6m2 _1zpr clearfix _dcs _4_w4 _41u- _59ap _2bf7 _64lx _3eqz _20pq _3eqw _2rk1 _3n1j _5qqr"" id=""u_fetchstream_9_29""><div class=""clearfix _2r3x""><div class=""lfloat _ohe""><span class=""_3m6-""><div class=""_6ks""><a href=""#"" id=""u_fetchstream_9_2f""><div class=""_6l- __c_""><div class=""uiScaledImageContainer _6m5 fbStoryAttachmentImage""><img class=""scaledImageFitWidth img"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/55844308_6127288747297_3018113389080608768_n.png.jpg""></div></div></a></div><div class=""_3ekx _29_4""><div class=""_44ae _651x""><div class=""_6m3 _--6""><div class=""_59tj _2iau""><div><div class=""""></div></div></div><div class=""_3n1k""><div class=""mbs _6m6 _2cnj _5s6c""><a href=""https://secure.lcv.org/page/contribute/C4DFEMWDLF01"">URGENT: Protections GUTTED for Gray Wolves</a></div><div class=""_6m7 _3bt9"">Join the fight to save gray wolves.</div></div></div><div class=""_44af _2e6-""><div class=""_522u""><div class=""_6a""></div></div></div></div><a class=""_52c6"" href=""#"" id=""u_fetchstream_9_2h""></a></div></span></div><div class=""_42ef""><span class=""_3c21""></span></div></div></div><div class=""_4hk3""><div class=""_34js _1kaa _34jv"" id=""u_fetchstream_9_2i""><div class=""_34jx _2cpc _34ju""><div class=""_34k0""><i class=""_34k2""></i></div><div class=""_34k3"">Paid for by League of Con...</div><a class=""_34k6"" href=""#"" id=""u_fetchstream_9_2j""></a></div><div class=""_34jw""></div></div><div class=""_1dp8""></div></div></div></div></div></div><div></div></div></div><div></div></div>",0,0,League of Conservation Voters,"<p>BREAKING: Trump’s Department of the Interior plans to remove Endangered Species Act protections for gray wolves. Without these safeguards, gray wolf populations could decline across the country. We must fight back on this attack on our wildlife.</p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p32x32/39846656_10156082761769735_7582344855020371968_n.jpg,2019-03-27 16:52:25.625455+00,2019-03-27 16:52:25.625455+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/c1.0.1198.628a/s526x296/55844308_6127288747297_3018113389080608768_n.png.jpg},1,0.999992183405706,,f,[],,"[{""entity"": ""Endangered Species Act"", ""entity_type"": ""Organization""}, {""entity"": ""Trump’s Department of the Interior"", ""entity_type"": ""Organization""}]",https://www.facebook.com/LCVoters/,https://www.facebook.com/lcvoters/,,League of Conservation Voters,,0.647945279255509
hyperfeed_story_id_5c9bb2a2413852086735771,"<div class=""_5pa- userContentWrapper""><div class=""_1dwg _1w_m""><div><div class=""c_j6_8v625z u_j6_8vckru clearfix""><div class=""clearfix l_j6_8v610s""><a class=""_5pb8 f_j6_8vckr_ _8o _8s lfloat _ohe"" data-hovercard=""https://www.facebook.com/197760674021143"" href=""https://www.facebook.com/indivisibleguide/""><div class=""_38vo""><!-- react-mount-point-unstable --><div><img class=""_s0 _4ooo _5xib _44ma _54ru img"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/37121548_451984051932136_7541493776095641600_n.jpg""></div></div></a><div class=""clearfix _42ef""><div class=""rfloat _ohf""></div><div class=""m_j6_8v610z""><div><div class=""_6a _5u5j""><div class=""_6a _6b""></div><div class=""_6a _5u5j _6b""><h6 class=""_14f3 _14f5 _5pbw _5vra""><span class=""fwn fcg""><span class=""fwb fcg""><a data-hovercard=""https://www.facebook.com/197760674021143"" href=""https://www.facebook.com/indivisibleguide/"">Indivisible Guide</a></span></span></h6><div><a class=""_5pcq"" href=""#"" id=""u_fetchstream_8_4""><span><span class=""_3nlk"">Sponsored</span> ⋅ Paid for by <span class=""_3nlk"">Indivisible Project</span></span></a><span class=""_6spk""> · </span><a class=""uiStreamPrivacy inlineBlock fbStreamPrivacy fbPrivacyAudienceIndicator _5pcq"" href=""#""><i class=""lock img sp__EFZWPnvn_g_2x sx_7cdd39""></i></a></div></div></div></div></div></div></div></div><div class=""_5pbx userContent _3576"" id=""js_3ei""><p>The Mueller investigation is over. Special Counsel Robert Mueller has delivered his findings to Attorney General Barr, and now Barr must disclose those findings to Congress. Indivisible is demanding that these findings be made public, and we fully support the congressional investigations that are still pending.</p><p> If you agree, join Indivisible today and urge Congress to release the report. Add your name to the growing list of Americans who are demanding full transparency and accountability in this matter.</p></div><div class=""_3x-2""><div><div class=""mtm""><div class=""_1ci8""><div class=""_6m2 _1zpr clearfix _dcs _4_w4 _59ap _2bf7 _64lx _3eqz _20pq _3eqw _2rk1 _3n1j _5qqr"" id=""u_fetchstream_8_5""><div class=""clearfix _2r3x""><div class=""lfloat _ohe""><span class=""_3m6-""><div class=""_6ks""><a href=""https://act.indivisible.org/signup/acq-ads-ms-mueller/""><div class=""_6l- __c_""><div class=""uiScaledImageContainer _6m5 fbStoryAttachmentImage""><img class=""scaledImageFitWidth img"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/55863114_23843220221260433_8886009863356809216_n.png.jpg""></div></div></a></div><div class=""_3ekx _29_4""><div class=""_6m3 _--6""><div class=""_59tj _2iau""><div><div class=""_6lz _6mb _1t62 ellipsis"">indivisible.org</div><div class=""""></div></div></div><div class=""_3n1k""><div class=""mbs _6m6 _2cnj _5s6c""><a href=""https://act.indivisible.org/signup/acq-ads-ms-mueller/"">Tell Congress: Release the Report</a></div><div class=""_6m7 _3bt9"">Demand that Congress be fully transparent and hold the Trump administration accountable.</div></div></div><a class=""_52c6"" href=""https://act.indivisible.org/signup/acq-ads-ms-mueller/""></a></div></span></div><div class=""_42ef""><span class=""_3c21""></span></div></div></div><div class=""_4hk3""><div class=""_34js _1kaa _34jv"" id=""u_fetchstream_8_b""><div class=""_34jx _2cpc _34ju""><div class=""_34k0""><i class=""_34k2""></i></div><div class=""_34k3"">Paid for by Indivisible P...</div><a class=""_34k6"" href=""#"" id=""u_fetchstream_8_c""></a></div><div class=""_34jw""></div></div><div class=""_1dp8""></div></div></div></div></div></div><div></div></div></div><div></div></div>",0,0,Indivisible Guide,"<p>The Mueller investigation is over. Special Counsel Robert Mueller has delivered his findings to Attorney General Barr, and now Barr must disclose those findings to Congress. Indivisible is demanding that these findings be made public, and we fully support the congressional investigations that are still pending.</p><p> If you agree, join Indivisible today and urge Congress to release the report. Add your name to the growing list of Americans who are demanding full transparency and accountability in this matter.</p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/37121548_451984051932136_7541493776095641600_n.jpg,2019-03-27 17:28:14.096849+00,2019-03-27 17:28:14.096849+00,en-US,{https://pp-facebook-ads.s3.amazonaws.com/v/t45.1600-4/cp0/q90/spS444/p180x540/55863114_23843220221260433_8886009863356809216_n.png.jpg},1,0.999997313088443,,f,[],,"[{""entity"": ""Americans"", ""entity_type"": ""Group""}, {""entity"": ""Special Counsel"", ""entity_type"": ""Person""}, {""entity"": ""Congress"", ""entity_type"": ""Organization""}, {""entity"": ""Mueller"", ""entity_type"": ""Organization""}, {""entity"": ""Robert Mueller"", ""entity_type"": ""Person""}, {""entity"": ""Barr"", ""entity_type"": ""Person""}]",https://www.facebook.com/indivisibleguide/,https://www.facebook.com/indivisibleguide/,,Indivisible Project,,0.350634939968586
hyperfeed_story_id_5c9bb4fa461731e29426627,"<div class=""_5pa- userContentWrapper""><div class=""_1dwg _1w_m""><div><div class=""c_j6_8v625z u_j6_8vckru clearfix""><div class=""clearfix l_j6_8v610s""><a class=""_5pb8 f_j6_8vckr_ _8o _8s lfloat _ohe"" data-hovercard=""https://www.facebook.com/73970658023"" href=""https://www.facebook.com/InternationalRescueCommittee/""><div class=""_38vo""><!-- react-mount-point-unstable --><div><img class=""_s0 _4ooo _5xib _44ma _54ru img"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/2501_10153888779753024_4453263147283902647_n.jpg""></div></div></a><div class=""clearfix _42ef""><div class=""rfloat _ohf""></div><div class=""m_j6_8v610z""><div><div class=""_6a _5u5j""><div class=""_6a _6b""></div><div class=""_6a _5u5j _6b""><h6 class=""_14f3 _14f5 _5pbw _5vra""><span class=""fwn fcg""><span class=""fwb fcg""><a data-hovercard=""https://www.facebook.com/73970658023"" href=""https://www.facebook.com/InternationalRescueCommittee/"">International Rescue Committee</a></span></span></h6><div><a class=""_5pcq"" href=""#"" id=""u_fetchstream_29_28""><span><span class=""_3nlk"">Sponsored</span> ⋅ Paid for by <span class=""_3nlk"">International Rescue Committee</span></span></a><span class=""_6spk""> · </span><a class=""uiStreamPrivacy inlineBlock fbStreamPrivacy fbPrivacyAudienceIndicator _5pcq"" href=""#""><i class=""lock img sp__EFZWPnvn_g_2x sx_7cdd39""></i></a></div></div></div></div></div></div></div></div><div class=""_5pbx userContent _3576"" id=""js_ds3""><p>Zimbabwe is reeling from the impact of Cyclone Idai! Families stranded, hospitals destroyed and landslides threaten to take more lives.</p><p> Our teams are on the ground providing lifesaving aid, medical care and critical supplies.</p></div><div class=""_3x-2""><div><div class=""mtm""><div class=""_1ci8""><div class=""_6m2 _1zpr clearfix _dcs _4_w4 _41u- _6m8 _59ap _64lx _3eqz _20pq _3eqw _2rk1"" id=""u_fetchstream_29_27""><div class=""clearfix _2r3x""><div class=""lfloat _ohe""><span class=""_3m6-""><div class=""_150c""><img class=""_3chq"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53741229_258330641784015_6339888306087526400_n.jpg""><div class=""_5mly _40ja _45oh"" id=""u_fetchstream_29_2d""><div class=""_5v-_ _zpr"" id=""u_fetchstream_29_2e""><div class=""_1c_u _45oh"" id=""u_fetchstream_29_2f""><div class=""_53j5"" id=""u_fetchstream_29_2g""><div class=""_4lpe _3htz""><img class=""_4lpf"" src=""https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53741229_258330641784015_6339888306087526400_n.jpg""></div><div class=""_m54 _1jto _3htz"" id=""u_fetchstream_29_2i""><img class=""_1445 _4ndd img"" id=""u_fetchstream_29_2j"" src=""https://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif""></div><div class=""_4ubd _170l _27db _3htz"" id=""u_fetchstream_29_2k""><div class=""_2w_u""><div class=""_w80 _2oy-""></div><div class=""_1otk _3t1r _4ubd""><div class=""_2w_w""><div class=""_1c7d""><div class=""_1c7f _1c7g _2oy-""></div><div class=""_1c7f _2pvx _2oy-""><div><div class=""_2yu5""><div class=""_2yu7""><div class=""_2yu8""></div><div class=""_2yu9""><div class=""_2yua _4sxb""></div></div><div></div></div></div></div></div><div class=""_1c7f _1c7h _2oy-""><div class=""_5qsr _66_y _66_z"">-0:13</div><div class=""_2j04""><div></div></div><span></span></div><div class=""_1c7f _w7o _2oy-""><div class=""_2swo""><div class=""_3pao""><div class=""_4sxa""><div class=""_3paq""><div class=""_3par""><div class=""_3pas _4sxb""></div></div></div></div><div class=""_3pat""></div></div></div></div></div></div></div></div></div><div class=""_27vv _n2z _167h _3htz"" id=""u_fetchstream_29_2l""><div class=""_31-p _3t-6""><div class=""_42o0""><div class=""_2za- _5tps uiContextualLayerParent _10sh _360f""><div class=""_1vx9""><a class=""_2za_ _5p5v"" href=""https://www.facebook.com/InternationalRescueCommittee/videos""><span class=""_50f7"">International Rescue Committee</span></a></div><span class=""_5-sh"">Sponsored</span></div></div><div class=""_bvu""><div class=""_-pr""><a class=""_3xxp"" href=""#""><i class=""_5-q_ _360f img sp_qn88XkgbTI__2x sx_30d31c""><u>triangle-down</u></i></a><a class=""_3xxo"" href=""#""><i class=""_5-r0 _360f img sp_qn88XkgbTI__2x sx_ccfa4b""><u>triangle-up</u></i></a><div class=""_n2_ _j-p _360f""></div></div></div></div><div class=""_62jj _qzf _2se8""></div><div class=""_31-o _3t-6 _2se8""><div class=""_5aj7""><div class=""_4bl9 _3w_z _360f""><div class=""_11jc""></div></div><div class=""_4bl7""><div class=""_5sv5 _360f""></div></div></div><div class=""clearfix""><div class=""lfloat _ohe""><div class=""_3bn1""><div class=""_n2- _n2y _360f""></div><div class=""_4per _4pep _360f""></div></div></div><div class=""rfloat _ohf""><div class=""_27w7""><span class=""_6k30""><div></div><!-- react-mount-point-unstable --></span><a class=""_27w8 _24mq _360f"" href=""#""><i class=""_27w9 img sp__EFZWPnvn_g_2x sx_c9101f""><u>share</u></i><span class=""_3l-d"">Share</span></a></div></div></div></div></div><div class=""_npo hidden_elem _3htz"" id=""u_fetchstream_29_2n""><div class=""_3drf""></div><div class=""_3x62""><div class=""_63rn""><div class=""_63rm""><div class=""_iij"">It looks like you may be having problems playing this video. If so, please try restarting your browser.</div><div class=""_iir"">Close</div></div></div></div></div><div class=""_567v _3bw _4ubd _28dy _3htz"" id=""u_fetchstream_29_2o""><div class=""_567_""><div class=""_2za- _2vd- uiContextualLayerParent _28dz"" id=""u_fetchstream_29_2p""><div class=""_1vx9""><a class=""_2za_"" href=""https://www.facebook.com/InternationalRescueCommittee/videos""><span class=""_50f7"">Worst Natural Disaster in 2019</span></a></div><div class=""_1vx9"">Posted by <a class=""_2za_ _5p5v"" href=""https://www.facebook.com/InternationalRescueCommittee/videos""><span class=""_50f7"">International Rescue Committee</span></a></div><div class=""_1vx9""><span>224,769 Views</span></div></div></div><div class=""_5bke"" id=""u_fetchstream_29_2q""></div></div><div class=""_35sk _tbz _3htz"" id=""u_fetchstream_29_2r""><ul class=""_53bj""><li><a href=""https://help.rescue.org/donate/cyclone-idai"" id=""u_fetchstream_29_2s""><img class=""_53bk img"" src=""https://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.png""><div class=""_53bl""><div class=""_35si"">Donate Now</div><div class=""_35sj"">RESCUE.ORG</div></div></a></li></ul><a class=""_2le_"" href=""#"" id=""u_fetchstream_29_2t""><i class=""_53bk""></i><div class=""_53bl _35si"">Watch Again</div></a></div><div class=""_35sk _3htz"" id=""u_fetchstream_29_2u""><ul class=""_53bj""><li><a class=""_2le_"" href=""#"" id=""u_fetchstream_29_2v""><i class=""_2ipv""></i><div class=""_53bl _35si"">Resume Video</div></a></li><li><a href=""https://help.rescue.org/donate/cyclone-idai"" id=""u_fetchstream_29_2w""><img class=""_53bk img"" src=""https://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.png""><div class=""_53bl""><div class=""_35si"">Donate Now</div><div class=""_35sj"">RESCUE.ORG</div></div></a></li></ul></div><i class=""_1jto _bsl _4ubd _3htz"" id=""u_fetchstream_29_2b""></i><span class=""img _55ym _55yq _55yo _167h _4ubd _1hiu hidden_elem _360f _167h _3htz"" id=""u_fetchstream_29_2c""></span><div class=""_3htz _4ubd _1zmi"" id=""u_fetchstream_29_2y""></div><div class=""_4ivm"" id=""u_fetchstream_29_2z""></div></div><div class=""_2i84""><div id=""u_fetchstream_29_30""></div></div></div></div></div></div><div class=""_3ekx _29_4""><div class=""_44ae _651x""><div class=""_6m3 _--6""><div class=""_2iau _59tj"">RESCUE.ORG<br>Not affiliated with Facebook</div><div class=""_275z _6m6 _2cnj _5s6c"">Worst Natural Disaster in 2019</div><div class=""_6m7 _3bt9"">Urgent aid needed now.</div></div><div class=""_44af _2e6-""><div class=""_275- _4s-8""><a class=""_42ft _4jy0 _4jy4 _517h _51sy"" href=""https://help.rescue.org/donate/cyclone-idai"">Donate Now</a></div></div><a class=""_275_ _52c6"" href=""https://help.rescue.org/donate/cyclone-idai""></a></div></div></span></div><div class=""_42ef""><span class=""_3c21""></span></div></div></div><div class=""_4hk3""><div class=""_34js _1kaa _34jv"" id=""u_fetchstream_29_31""><div class=""_34jx _2cpc _34ju""><div class=""_34k0""><i class=""_34k2""></i></div><div class=""_34k3"">Paid for by International...</div><a class=""_34k6"" href=""#"" id=""u_fetchstream_29_32""></a></div><div class=""_34jw""></div></div><div class=""_1dp8""></div></div></div></div></div></div><div></div></div></div><div></div></div>",0,0,International Rescue Committee,"<p>Zimbabwe is reeling from the impact of Cyclone Idai! Families stranded, hospitals destroyed and landslides threaten to take more lives.</p><p> Our teams are on the ground providing lifesaving aid, medical care and critical supplies.</p>",https://pp-facebook-ads.s3.amazonaws.com/v/t1.0-1/p130x130/2501_10153888779753024_4453263147283902647_n.jpg,2019-03-27 17:38:23.101377+00,2019-03-27 17:38:23.101377+00,en-US,"{https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53741229_258330641784015_6339888306087526400_n.jpg,https://pp-facebook-ads.s3.amazonaws.com/v/t15.13418-10/53741229_258330641784015_6339888306087526400_n.jpg,https://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/y4/r/-PAXP-deijE.gif,https://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.png,https://pp-facebook-ads.s3.amazonaws.com/rsrc.php/v3/yt/r/wPe6V5iq-og.png}",1,0.977569934450884,,f,[],,"[{""entity"": ""Zimbabwe"", ""entity_type"": ""Region""}]",https://www.facebook.com/InternationalRescueCommittee/,https://www.facebook.com/internationalrescuecommittee/,,International Rescue Committee,,0.999908898676949
